Vehicle_ID,Global_Time,Local_X,Local_Y,v_Vel,v_Acc,Lane_ID,Distance_l,Distance_r,Phi,v_Vel_X,v_Vel_Y,v_Acc_X,v_Acc_Y
210,1.11885E+12,68.815,539.051,54.35,0,7,8.815,1.185,0.021790708,1.184231232,54.33709687,0,0
212,1.11885E+12,7.911,2167.371,36.19,0,1,7.911,2.089,0.00075,0.027142492,36.18998982,0,0
212,1.11885E+12,17.897,70.262,20.03,0,2,7.897,2.103,0.004761758,0.095377642,20.02977292,0,0
213,1.11885E+12,20.639,2167.394,35.79,0,2,0.639,9.361,0.000571265,0.020445584,35.78999416,0,0
213,1.11885E+12,26.263,70.289,35.5,0,3,6.263,3.737,0.002681786,0.095203284,35.49987234,0,0
214,1.11885E+12,45.346,1533.054,53.91,-3.04,4,5.346,4.654,0.08158645,4.393447673,53.73067762,-0.247747745,-3.029887961
214,1.11885E+12,45.79,1538.441,53.5,-5.29,5,5.79,4.21,0.082234767,4.394603001,53.31920352,-0.434531773,-5.272123115
214,1.11885E+12,44.652,2163.888,30.57,0,4,4.652,5.348,0.000666667,0.020379995,30.56999321,0,0
214,1.11885E+12,50.939,74.381,28.67,0,5,0.939,9.061,0.003008835,0.086263159,28.66987022,0,0
216,1.11885E+12,7.217,2129.558,54.62,0,1,7.217,2.783,0.000727273,0.039723626,54.61998556,0,0
216,1.11885E+12,14.593,43.834,24.33,0,2,4.593,5.407,0.003536407,0.086040606,24.32984786,0,0
217,1.11885E+12,34.154,878.906,46.64,8.49,3,4.154,5.846,0.110086282,5.124059805,46.35767047,0.932745878,8.438606824
217,1.11885E+12,34.664,883.614,47.49,8.41,4,4.664,5.336,0.107905491,5.114493078,47.213791,0.905725138,8.361086172
217,1.11885E+12,42.719,2129.633,66.71,0,4,2.719,7.281,0.000857143,0.057179979,66.70997549,0,0
217,1.11885E+12,54.06,82.42,20,0,5,4.06,5.94,0.00553967,0.110792829,19.99969312,0,0
218,1.11885E+12,45.003,295.199,39.4,6.16,4,5.003,4.997,0.07471476,2.941023491,39.29007993,0.45981484,6.142814527
218,1.11885E+12,45.267,299.199,39.83,1.99,5,5.267,4.733,0.065904418,2.623073155,39.74353265,0.131054873,1.985679889
218,1.11885E+12,57.607,622.538,48.41,2.52,5,7.607,2.393,0.045273139,2.190924046,48.36039652,0.114049341,2.517417873
218,1.11885E+12,57.872,627.403,48.59,0.85,7,7.872,2.128,0.054416932,2.64281397,48.51807534,0.046231568,0.848741799
218,1.11885E+12,66.564,1343.652,73.98,-5.57,6,6.564,3.436,0.000134807,0.009973038,73.97999933,-0.000750876,-5.569999949
218,1.11885E+12,66.589,1351.015,73.55,-3.68,8,6.589,3.411,0.003395342,0.249726932,73.54957605,-0.012494835,-3.679978788
219,1.11885E+12,12.303,944.42,42.91,-9.53,1,2.303,7.697,0.070717136,3.031943766,42.80275011,-0.673372736,-9.506180577
219,1.11885E+12,12.584,948.637,42.21,-5.09,2,2.584,7.416,0.066536686,2.80644168,42.11659988,-0.338421894,-5.078737109
220,1.11885E+12,9.232,2129.106,57.92,0,1,9.232,0.768,0.000833333,0.04826665,57.91997989,0,0
220,1.11885E+12,27.765,27.06,27.67,0,3,7.765,2.235,0.00881642,0.243947173,27.66892462,0,0
221,1.11885E+12,20.455,2129.057,65.44,0,2,0.455,9.545,0.000769231,0.050338447,65.43998064,0,0
221,1.11885E+12,38.302,68.204,27.83,0,4,8.302,1.698,0.00865979,0.240998939,27.82895649,0,0
221,1.11885E+12,42.185,2166.884,31.07,0,4,2.185,7.815,0.000857143,0.026631419,31.06998859,0,0
221,1.11885E+12,51.307,76.927,32.26,0,5,1.307,8.693,0.004364655,0.140803336,32.25969272,0,0
223,1.11885E+12,8.876,2166.873,37.64,0,1,8.876,1.124,0.000857388,0.032272066,37.63998617,0,0
223,1.11885E+12,38.676,70.843,37.94,0,4,8.676,1.324,0.014216396,0.539351894,37.93616612,0,0
224,1.11885E+12,20.374,2167.359,32.24,0,2,0.374,9.626,0.000999666,0.032229241,32.23998389,0,0
224,1.11885E+12,26.955,71.259,38.77,0,3,6.955,3.045,0.00313963,0.121723254,38.76980892,0,0
225,1.11885E+12,19.934,2128.081,63.71,0,2,9.934,0.066,0.000615385,0.039206146,63.70998794,0,0
225,1.11885E+12,41.722,48.863,27.34,0,4,1.722,8.278,0.010478556,0.286478482,27.33849905,0,0
225,1.11885E+12,43.663,2164.386,32.1,0,4,3.663,6.337,0.000857388,0.027522139,32.0999882,0,0
225,1.11885E+12,68.203,535.527,44.67,0,7,8.203,1.797,0.015064621,0.67291117,44.66493133,0,0
227,1.11885E+12,23.838,1992.285,64.82,4.35,2,3.838,6.162,0.042901393,2.78001535,64.76035759,0.186563819,4.345997462
227,1.11885E+12,24.255,1998.821,65.08,0.19,3,4.255,5.745,0.063714134,4.143710935,64.94794885,0.012097497,0.189614479
227,1.11885E+12,24.513,2131.057,67.78,0,3,4.513,5.487,0.000857143,0.058097122,67.7799751,0,0
227,1.11885E+12,70.463,542.984,47.77,0,7,0.463,9.537,0.028926368,1.381619884,47.75001598,0,0
228,1.11885E+12,42.148,2126.064,65.35,0,4,2.148,7.852,0.000714388,0.046685229,65.34998332,0,0
228,1.11885E+12,52.211,80.427,18.61,0,5,2.211,7.789,0.00491921,0.091546137,18.60977483,0,0
230,1.11885E+12,21.747,2124.616,65.04,0,2,1.747,8.253,0.000923077,0.060036897,65.03997229,0,0
230,1.11885E+12,26.737,75.296,24.96,0,3,6.737,3.263,0.002434949,0.060776273,24.95992601,0,0
231,1.11885E+12,57.086,689.319,51.72,3.73,5,7.086,2.914,0.090033713,4.650255152,51.51051861,0.33537223,3.71489239
231,1.11885E+12,57.553,694.498,52.23,5.84,6,7.553,2.447,0.089928639,4.690644494,52.01894611,0.524475662,5.816401403
231,1.11885E+12,65.802,1349.573,65.3,8.53,6,5.802,4.198,0.002015189,0.131591734,65.29986741,0.017189548,8.52998268
231,1.11885E+12,65.823,1356.126,66.24,11.2,8,5.823,4.177,0.003204628,0.212274204,66.23965987,0.035891774,11.19994249
232,1.11885E+12,9.718,2129.584,61.2,0,1,9.718,0.282,0.000833333,0.050999982,61.19997875,0,0
232,1.11885E+12,17.363,75.819,25,0,2,7.363,2.637,0.003722415,0.093060148,24.9998268,0,0
233,1.11885E+12,46.048,2014.611,64.55,6.51,4,6.048,3.952,0.04575417,2.952401294,64.48244588,0.297755731,6.503187028
233,1.11885E+12,46.331,2021.129,65.01,2.2,5,6.331,3.669,0.043390974,2.819962138,64.94880995,0.095430191,2.197929271
234,1.11885E+12,22.602,2128.623,63.7,0,2,2.602,7.398,0.000615385,0.039199993,63.69998794,0,0
234,1.11885E+12,39.396,77.323,30,0,4,9.396,0.604,0.00818682,0.24560187,29.99899465,0,0
234,1.11885E+12,43.438,2164.397,25,0,4,3.438,6.562,0.0008,0.019999994,24.999992,0,0
234,1.11885E+12,49.936,74.876,31.7,0,5,9.936,0.064,0.003109794,0.098580299,31.69984672,0,0
235,1.11885E+12,7.41,2168.871,40,0,1,7.41,2.59,0.00075,0.029999992,39.99998875,0,0
235,1.11885E+12,51.663,73.41,29.63,0,5,1.663,8.337,0.021115365,0.625601761,29.62339485,0,0
237,1.11885E+12,35.105,2042.466,64.28,-10.74,3,5.105,4.895,0.042012699,2.699781907,64.22327909,-0.45108366,-10.73052298
237,1.11885E+12,35.306,2048.841,63.21,-11.2,4,5.306,4.694,0.03151897,1.991984244,63.17860475,-0.352954019,-11.19443717
237,1.11885E+12,35.692,2105.601,63.36,-2.75,3,5.692,4.308,0.030926066,1.959163236,63.32970298,-0.085033127,-2.748685025
237,1.11885E+12,35.839,2112.075,63.36,0,4,5.839,4.161,0.022702308,1.438294707,63.34367299,0,0
237,1.11885E+12,35.829,2124.574,63.36,0,4,5.829,4.171,0.000923219,0.058495128,63.359973,0,0
237,1.11885E+12,53.026,79.408,24.17,0,5,3.026,6.974,0.00840841,0.20322888,24.16914558,0,0
237,1.11885E+12,56.994,702.505,50.18,1,5,6.994,3.006,0.099252877,4.972336107,49.9330379,0.099089998,0.995078475
237,1.11885E+12,57.463,707.51,50.43,3.93,6,7.463,2.537,0.093433455,4.70499656,50.21003791,0.366659458,3.912858398
237,1.11885E+12,65.605,1349.484,62.18,6.78,6,5.605,4.395,0.038661045,2.403344976,62.1335363,0.262056593,6.774933678
237,1.11885E+12,65.998,1355.726,62.78,7.25,8,5.998,4.002,0.062877594,3.944854773,62.65593763,0.455562235,7.235672951
239,1.11885E+12,8.706,2130.084,61.13,0,1,8.706,1.294,0.000769231,0.047023063,61.12998191,0,0
239,1.11885E+12,71.499,543.946,45.24,0,7,1.499,8.501,0.039567948,1.789586931,45.20459024,0,0
240,1.11885E+12,8.41,2168.871,41.28,0,1,8.41,1.59,0.00100025,0.041290302,41.27997935,0,0
240,1.11885E+12,38.553,72.83,30,0,4,8.553,1.447,0.01437993,0.431383024,29.99689832,0,0
241,1.11885E+12,10.6,2130.613,65.39,0,1,0.6,9.4,0.000833333,0.054491648,65.3899773,0,0
241,1.11885E+12,28.357,78.319,30,0,3,8.357,1.643,0.008652053,0.259558358,29.99887714,0,0
241,1.11885E+12,31.949,2164.364,33.66,0,3,1.949,8.051,0.000571429,0.019234283,33.6599945,0,0
241,1.11885E+12,39.312,75.865,30,0,4,9.312,0.688,0.003525484,0.105764296,29.99981356,0,0
242,1.11885E+12,23.929,1971.198,63.88,-4.24,2,3.929,6.071,0.045366472,2.897016242,63.81427502,-0.192287866,-4.235637541
242,1.11885E+12,24.087,1977.521,63.84,3.34,3,4.087,5.913,0.02498294,1.594744957,63.82007826,0.083434338,3.338957728
242,1.11885E+12,24.244,2129.618,68.82,0,3,4.244,5.756,0.000714286,0.04915713,68.81998244,0,0
242,1.11885E+12,69.508,544.518,53.39,0,7,9.508,0.492,0.028548169,1.523979715,53.36824511,0,0
242,1.11885E+12,55.961,2165.906,45.02,0,5,5.961,4.039,0.000666518,0.030006659,45.01999,0,0
242,1.11885E+12,65.276,538.678,40.05,0,7,5.276,4.724,0.005724396,0.229260827,40.04934381,0,0
244,1.11885E+12,34.372,1190.843,48.92,-2.61,3,4.372,5.628,0.062673331,3.063972576,48.82395388,-0.163470328,-2.604875708
244,1.11885E+12,34.68,1195.707,48.79,-0.07,4,4.68,5.32,0.063237936,3.083322905,48.69247601,-0.004423706,-0.06986008
245,1.11885E+12,46.168,1990.954,58.66,-0.02,4,6.168,3.832,0.07231542,4.238326219,58.50668501,-0.001445048,-0.019947728
245,1.11885E+12,46.475,1996.881,58.43,-7.38,5,6.475,3.525,0.051750614,3.022438879,58.35177601,-0.381749083,-7.37011992
247,1.11885E+12,9.614,2166.862,35,0,1,9.614,0.386,0.000571592,0.020005713,34.99999428,0,0
247,1.11885E+12,39.007,76.329,30,0,4,9.007,0.993,0.014059124,0.421759836,29.99703516,0,0
248,1.11885E+12,20.424,2165.881,29.97,0,2,0.424,9.576,0.000999666,0.029959998,29.96998502,0,0
248,1.11885E+12,52.057,77.403,25,0,5,2.057,7.943,0.015145279,0.378617492,24.99713281,0,0
250,1.11885E+12,23.86,1977.192,63.23,-4.91,2,3.86,6.14,0.011506428,0.727535379,63.22581429,-0.056495314,-4.909674967
250,1.11885E+12,23.968,1983.475,62.97,-1.43,3,3.968,6.032,0.017187548,1.08224662,62.96069919,-0.024576984,-1.429788786
250,1.11885E+12,23.715,2102.599,69.68,4.34,2,3.715,6.285,0.002586945,0.180258092,69.67976684,0.011227327,4.339985478
250,1.11885E+12,23.711,2109.639,69.69,-3.24,3,3.711,6.289,0.000568182,0.039596585,69.68998875,-0.001840909,-3.239999477
250,1.11885E+12,20.151,2164.87,30,0,2,0.151,9.849,0.000999666,0.029989988,29.99998501,0,0
250,1.11885E+12,52.35,75.379,25,0,5,2.35,7.65,0.015408753,0.385203592,24.99703219,0,0
250,1.11885E+12,60.446,492.419,44.46,-0.42,5,0.446,9.554,0.066180451,2.940235468,44.36267142,-0.027775504,-0.419080567
250,1.11885E+12,60.741,496.859,44.43,0,7,0.741,9.259,0.066343932,2.945499001,44.33225615,0,0
250,1.11885E+12,66.685,1343.85,61.53,-7.72,6,6.685,3.315,0.033079132,2.034987816,61.49633912,-0.255324329,-7.715776661
250,1.11885E+12,66.811,1349.951,60.82,-6.08,8,6.811,3.189,0.020649417,1.255808268,60.80703369,-0.125539531,-6.078703795
251,1.11885E+12,7.413,2165.871,33.81,0,1,7.413,2.587,0.000666667,0.022539995,33.80999249,0,0
251,1.11885E+12,38.752,75.412,29.95,0,4,8.752,1.248,0.014990322,0.448943316,29.94663503,0,0
252,1.11885E+12,41.697,2165.883,29.98,0,4,1.697,8.303,0.001,0.029979985,29.97998501,0,0
252,1.11885E+12,52.65,75.916,24.78,0,5,2.65,7.35,0.005240705,0.129864066,24.77965971,0,0
253,1.11885E+12,57.202,712.745,58.62,3.64,5,7.202,2.798,0.081174847,4.753245373,58.42697201,0.29515205,3.628013956
253,1.11885E+12,57.618,718.635,58.9,1.99,6,7.618,2.382,0.070511094,4.14966291,58.75364072,0.140200835,1.985055094
253,1.11885E+12,67.814,1306.593,77.37,-3.03,6,7.814,2.186,0.002337355,0.180840955,77.36978866,-0.007082178,-3.029991723
253,1.11885E+12,67.834,1314.266,77.39,4.33,8,7.834,2.166,0.002606537,0.201719633,77.38973711,0.01128629,4.329985291
254,1.11885E+12,30.662,2166.4,30,0,3,0.662,9.338,0.001000333,0.030009988,29.99998499,0,0
254,1.11885E+12,39.447,72.823,29.17,0,4,9.447,0.553,0.004196143,0.122401132,29.16974319,0,0
255,1.11885E+12,19.662,2165.868,25,0,2,9.662,0.338,0.001199999,0.029999978,24.999982,0,0
255,1.11885E+12,27.399,71.254,35,0,3,7.399,2.601,0.003693743,0.129280695,34.99976123,0,0
256,1.11885E+12,30.866,2165.391,27.92,0,3,0.866,9.134,0.0004,0.011167999,27.91999777,0,0
256,1.11885E+12,51.906,75.384,25,0,5,1.906,8.094,0.010066612,0.251661046,24.9987333,0,0
257,1.11885E+12,32.019,2127.635,63.86,0,3,2.019,7.981,0.000769231,0.049123062,63.85998111,0,0
257,1.11885E+12,39.691,41.806,28.66,0,4,9.691,0.309,0.003678137,0.105415177,28.65980613,0,0
259,1.11885E+12,7.663,2165.358,31.66,0,1,7.663,2.337,0.000666889,0.0211137,31.65999296,0,0
259,1.11885E+12,25.637,72.774,34.95,0,3,5.637,4.363,0.008589169,0.300187772,34.94871081,0,0
260,1.11885E+12,22.47,2166.332,25,0,2,2.47,7.53,0.0008,0.019999994,24.999992,0,0
260,1.11885E+12,39.457,70.823,28.8,0,4,9.457,0.543,0.008106206,0.23345618,28.79905377,0,0
261,1.11885E+12,57.539,1294.386,59.07,-11.2,5,7.539,2.461,0.049466221,2.92077816,58.99774534,-0.553795757,-11.18630011
261,1.11885E+12,58.101,1300.217,57.17,-11.2,6,8.101,1.899,0.096084621,5.484709317,56.90629898,-1.074492642,-11.14833914
261,1.11885E+12,63.584,1344.623,55.27,0.24,6,3.584,6.416,0.110338267,6.086029379,54.93389797,0.026427484,0.238540538
261,1.11885E+12,64.072,1350.121,55.57,5.33,8,4.072,5.928,0.088527554,4.913052954,55.35238758,0.471235779,5.309127691
262,1.11885E+12,10.471,2165.347,25.55,0,1,0.471,9.529,0.00079968,0.020431821,25.54999183,0,0
262,1.11885E+12,16.821,72.806,29.5,0,2,6.821,3.179,0.003034579,0.089519937,29.49986417,0,0
263,1.11885E+12,18.653,2164.892,25.51,0,2,8.653,1.347,0.000666667,0.017006663,25.50999433,0,0
263,1.11885E+12,52.43,74.946,23.41,0,5,2.43,7.57,0.016160255,0.378295096,23.40694326,0,0
266,1.11885E+12,7.233,2165.855,22.48,0,1,7.233,2.767,0.001,0.022479989,22.47998876,0,0
266,1.11885E+12,27.99,69.767,34.12,0,3,7.99,2.01,0.009902409,0.337864687,34.11832715,0,0
267,1.11885E+12,19.891,2164.905,22.56,0,2,9.891,0.109,0.0005,0.011279999,22.55999718,0,0
267,1.11885E+12,39.423,73.262,25.27,0,4,9.423,0.577,0.009337842,0.235963843,25.2688983,0,0
271,1.11885E+12,7.571,2147.646,59.54,0,1,7.571,2.429,0.008229576,0.489983407,59.53798381,0,0
271,1.11885E+12,51.472,65.053,33.75,0,5,1.472,8.528,0.021076849,0.711291002,33.74250384,0,0
272,1.11885E+12,20.911,2164.834,15.55,0,2,0.911,9.089,0.000666222,0.010359758,15.54999655,0,0
272,1.11885E+12,39.36,73.312,25,0,4,9.36,0.64,0.00882062,0.220512649,24.99902746,0,0
273,1.11885E+12,8.934,2166.847,20,0,1,8.934,1.066,0.001,0.01999999,19.99999,0,0
273,1.11885E+12,68.541,538.049,61.91,0,7,8.541,1.459,0.036579374,2.264124073,61.86858526,0,0
274,1.11885E+12,31.91,2165.795,20.38,0,3,1.91,8.09,0.00049975,0.010184906,20.37999746,0,0
274,1.11885E+12,52.658,74.416,25.03,0,5,2.658,7.342,0.009920401,0.248303577,25.02876835,0,0
275,1.11885E+12,34.998,2042.798,29.68,-4.54,3,4.998,5.002,0.115835499,3.430314333,29.48110146,-0.524717893,-4.509575494
275,1.11885E+12,35.26,2045.749,29.22,-5.29,4,5.26,4.74,0.088551282,2.584088245,29.10551302,-0.467824326,-5.269273233
275,1.11885E+12,34.925,2165.391,22.89,0,3,4.925,5.075,0.0008,0.018311994,22.88999268,0,0
275,1.11885E+12,39.784,75.865,25,0,4,9.784,0.216,0.002325404,0.058135037,24.99993241,0,0
277,1.11885E+12,19.902,2164.881,15,0,2,9.902,0.098,0.000666667,0.009999998,14.99999667,0,0
277,1.11885E+12,27.792,74.303,30.03,0,3,7.792,2.208,0.003774058,0.113334691,30.02978613,0,0
278,1.11885E+12,9.448,2165.347,12.75,0,1,9.448,0.552,0.000666667,0.008499998,12.74999717,0,0
278,1.11885E+12,51.843,75.433,24.11,0,5,1.843,8.157,0.020282742,0.488983378,24.10504087,0,0
279,1.11885E+12,57.481,592.591,58.61,-1.55,5,7.481,2.519,0.034568847,2.025676614,58.57498386,-0.053571042,-1.549073963
279,1.11885E+12,57.733,598.438,58.49,-0.64,7,7.733,2.267,0.043072369,2.518523954,58.43575222,-0.027557793,-0.639406419
279,1.11885E+12,65.846,1306.142,72.97,-1.56,6,5.846,4.154,0.023602534,1.722116971,72.94967589,-0.036816534,-1.559565498
279,1.11885E+12,66.035,1313.413,72.97,1.64,8,6.035,3.965,0.025987821,1.896117887,72.94536063,0.04261523,1.63944623
280,1.11885E+12,9.4,2125.575,59.78,0,1,9.4,0.6,0.000666667,0.039853324,59.77998672,0,0
280,1.11885E+12,28.233,76.304,35,0,3,8.233,1.767,0.009189839,0.321639825,34.99852208,0,0
281,1.11885E+12,16.898,2128.604,68.51,0,2,6.898,3.102,0.000800107,0.054815291,68.50997807,0,0
281,1.11885E+12,51.556,81.963,35,0,5,1.556,8.444,0.01693247,0.592608137,34.99498272,0,0
282,1.11885E+12,6.603,2165.361,9,0,1,6.603,3.397,0.001,0.008999996,8.9999955,0,0
282,1.11885E+12,51.708,78.476,24.94,0,5,1.708,8.292,0.021610189,0.538916156,24.93417673,0,0
284,1.11885E+12,30.151,2164.376,10.65,0,3,0.151,9.849,0.000667111,0.007104735,10.64999763,0,0
284,1.11885E+12,39.661,73.849,25,0,4,9.661,0.339,0.004549061,0.113726127,24.99974133,0,0
287,1.11885E+12,32.401,2165.39,21.34,0,3,2.401,7.599,0.000666667,0.014226664,21.33999526,0,0
287,1.11885E+12,49.874,74.926,25,0,5,9.874,0.126,0.008358237,0.208953487,24.99912675,0,0
289,1.11885E+12,19.437,2164.879,5.27,0,2,9.437,0.563,0.000999001,0.005264733,5.26999737,0,0
289,1.11885E+12,27.988,70.267,31.45,0,3,7.988,2.012,0.004082356,0.128389749,31.44973793,0,0
290,1.11885E+12,6.355,2165.397,7.48,0,1,6.355,3.645,0,0,7.48,0,0
290,1.11885E+12,51.473,73.387,23.76,0,5,1.473,8.527,0.021563476,0.512308477,23.75447621,0,0
291,1.11885E+12,7.687,2165.382,10,0,1,7.687,2.313,0.000999001,0.009990005,9.99999501,0,0
291,1.11885E+12,69.977,538.494,48.96,0,7,9.977,0.023,0.03826913,1.873199308,48.92415277,0,0
292,1.11885E+12,21.956,2127.558,61.47,0,2,1.956,8.044,0.000833333,0.051224982,61.46997866,0,0
292,1.11885E+12,35.836,73.796,33.63,0,4,5.836,4.164,0.006758226,0.227277426,33.629232,0,0
294,1.11885E+12,9.676,2165.384,5,0,1,9.676,0.324,0,0,5,0,0
294,1.11885E+12,15.207,3.385,27.84,0,2,5.207,4.793,0.002558275,0.071222298,27.8399089,0,0
295,1.11885E+12,30.95,2164.387,12.54,0,3,0.95,9.05,0.001,0.012539994,12.53999373,0,0
295,1.11885E+12,51.087,75.958,30.02,0,5,1.087,8.913,0.009641877,0.289444669,30.01860459,0,0
295,1.11885E+12,57.098,721.486,39.51,6.07,5,7.098,2.902,0.129864838,5.116549736,39.17730234,0.786065728,6.018886996
295,1.11885E+12,57.573,725.496,39.92,1.81,6,7.573,2.427,0.117904462,4.695848591,39.64284811,0.212912975,1.797433744
295,1.11885E+12,70.069,1344.53,69.37,2.15,6,0.069,9.931,0.00057929,0.040185366,69.36998836,0.001245474,2.149999639
295,1.11885E+12,70.093,1351.461,69.59,4.01,8,0.093,9.907,0.00346269,0.240968112,69.5895828,0.013885359,4.00997596
296,1.11885E+12,56.686,2126.646,57.78,0,5,6.686,3.314,0.00072714,0.042014168,57.77998472,0,0
296,1.11885E+12,67.551,546.136,52.63,0,7,7.551,2.449,0.006874255,0.361789194,52.62875648,0,0
297,1.11885E+12,19.473,2164.877,9.1,0,2,9.473,0.527,0.001,0.009099995,9.09999545,0,0
297,1.11885E+12,38.085,90.767,24.75,0,4,8.085,1.915,0.008973247,0.222084872,24.74900358,0,0
298,1.11885E+12,8.922,2128.074,59.79,0,1,8.922,1.078,0.000666555,0.039853349,59.78998672,0,0
298,1.11885E+12,39.633,79.353,35,0,4,9.633,0.367,0.014989205,0.524602546,34.99606824,0,0
298,1.11885E+12,42.186,2166.384,27.75,0,4,2.186,7.814,0.000666667,0.018499996,27.74999383,0,0
298,1.11885E+12,50.813,76.868,20.22,0,5,0.813,9.187,0.004128684,0.08348175,20.21982766,0,0
300,1.11885E+12,45.85,2044.879,35.16,-0.27,4,5.85,4.15,0.121699793,4.268410046,34.89994664,-0.032777893,-0.268003003
300,1.11885E+12,46.339,2048.397,35.12,-0.64,5,6.339,3.661,0.138114473,4.835173685,34.78556447,-0.088112505,-0.633905503
301,1.11885E+12,8.663,2165.884,14.89,0,1,8.663,1.337,0.001333333,0.019853316,14.88998676,0,0
301,1.11885E+12,38.635,73.34,28.06,0,4,8.635,1.365,0.014322256,0.401868761,28.05712212,0,0
302,1.11885E+12,9.934,2129.598,62.11,0,1,9.934,0.066,0.000666667,0.041406657,62.1099862,0,0
302,1.11885E+12,15.344,67.817,35.5,0,2,5.344,4.656,0.002623939,0.093149728,35.49987779,0,0
302,1.11885E+12,21.676,2164.893,16.46,0,2,1.676,8.324,0.244037265,3.977101869,15.97229666,0,0
302,1.11885E+12,27.444,71.741,27.75,0,3,7.444,2.556,0.002755646,0.076469073,27.74989464,0,0
303,1.11885E+12,55.914,2164.908,35.02,0,5,5.914,4.086,0.000571429,0.020011425,35.01999428,0,0
303,1.11885E+12,69.801,537.993,38.79,0,7,9.801,0.199,0.00853558,0.331091119,38.78858696,0,0
304,1.11885E+12,20.492,2129.079,60.12,0,2,0.492,9.508,0.000833333,0.050099983,60.11997913,0,0
304,1.11885E+12,38.514,76.332,38.44,0,4,8.514,1.486,0.008779229,0.337469246,38.43851863,0,0
305,1.11885E+12,34.209,99.462,34.63,4.29,3,4.209,5.791,0.010086113,0.349276181,34.62823857,0.043268692,4.289781792
305,1.11885E+12,34.27,102.995,34.8,-2.01,4,4.27,5.73,0.017264064,0.600759598,34.79481409,-0.034699046,-2.009700469
305,1.11885E+12,21.366,2164.884,20.66,0,2,1.366,8.634,0.0004,0.008263999,20.65999835,0,0
305,1.11885E+12,39.101,74.339,29.73,0,4,9.101,0.899,0.00848323,0.25220341,29.72893024,0,0
306,1.11885E+12,31.378,2164.891,30.03,0,3,1.378,8.622,0.000333333,0.010009999,30.02999833,0,0
306,1.11885E+12,52.444,73.39,22.02,0,5,2.444,7.556,0.010071852,0.221778422,22.01888313,0,0
307,1.11885E+12,7.686,2165.358,15.02,0,1,7.686,2.314,0.000666667,0.010013331,15.01999666,0,0
307,1.11885E+12,68.593,541.047,38.15,0,7,8.593,1.407,0.03747957,1.429510874,38.12320814,0,0
307,1.11885E+12,61.289,1344.019,19.62,3.96,6,1.289,8.711,0.013604603,0.266914073,19.61818434,0.053872565,3.959633537
307,1.11885E+12,61.324,1345.959,20.29,9.96,8,1.324,8.676,0.01803928,0.365997142,20.28669875,0.179661485,9.958379474
308,1.11885E+12,34.671,563.41,40.94,-2.43,3,4.671,5.329,0.062720729,2.566103398,40.85949967,-0.152311462,-2.425221891
308,1.11885E+12,34.842,567.49,40.79,-1.62,4,4.842,5.158,0.04188725,1.708081336,40.75422135,-0.067837503,-1.618579029
309,1.11885E+12,45.622,1886.737,68.74,-9.75,4,5.622,4.378,0.040823194,2.805406958,68.68272921,-0.397915593,-9.741876779
309,1.11885E+12,45.816,1893.532,68.09,-3.67,5,5.816,4.184,0.028542651,1.94320524,68.062266,-0.104737307,-3.668505158
311,1.11885E+12,22.051,2130.102,62.56,0,2,2.051,7.949,0.000769112,0.04811566,62.5599815,0,0
311,1.11885E+12,27.591,72.281,40,0,3,7.591,2.409,0.002692162,0.107686333,39.99985505,0,0
311,1.11885E+12,32.366,2164.892,10,0,3,2.366,7.634,0,0,10,0,0
311,1.11885E+12,37.635,73.335,30,0,4,7.635,2.365,0.002519171,0.075575037,29.99990481,0,0
312,1.11885E+12,7.425,2165.37,21.35,0,1,7.425,2.575,0.001,0.021349989,21.34998933,0,0
312,1.11885E+12,52.314,75.433,23.54,0,5,2.314,7.686,0.021475336,0.50549055,23.534572,0,0
314,1.11885E+12,6.902,2165.394,24.92,0,1,6.902,3.098,0.0008,0.019935994,24.91999203,0,0
314,1.11885E+12,27.669,70.843,27.67,0,3,7.669,2.331,0.009914449,0.274328316,27.66864008,0,0
316,1.11885E+12,31.913,2165.389,14.62,0,3,1.913,8.087,0.000667111,0.009753167,14.61999675,0,0
316,1.11885E+12,53.379,73.944,39.05,0,5,3.379,6.621,0.010263357,0.400777047,39.04794332,0,0
316,1.11885E+12,61.643,443.252,43.94,0,5,1.643,8.357,0.078146927,3.430282078,43.80589875,0,0
316,1.11885E+12,61.987,447.646,43.94,0,7,1.987,8.013,0.078129215,3.42950616,43.8059595,0,0
316,1.11885E+12,71.159,1344.466,46.5,4.95,6,1.159,8.841,0.031655725,1.47174536,46.47670347,0.156669667,4.947520047
316,1.11885E+12,71.018,1349.102,47.31,11.2,8,1.018,8.982,0.030404777,1.438228401,47.28813381,0.340481042,11.19482348
317,1.11885E+12,34.81,369.002,39.62,1.86,3,4.81,5.19,0.029766628,1.179179646,39.6024486,0.055357752,1.859176032
317,1.11885E+12,34.921,372.983,39.74,0.46,4,4.921,5.079,0.027875219,1.107617765,39.72456146,0.01282094,0.459821295
319,1.11885E+12,6.399,2167.871,28.56,0,1,6.399,3.601,0.000999666,0.028550469,28.55998573,0,0
319,1.11885E+12,72.047,495.943,36.8,0,7,2.047,7.953,0.039244689,1.443833862,36.77166496,0,0
320,1.11885E+12,20.961,2165.379,30,0,2,0.961,9.039,0.000666667,0.019999996,29.99999333,0,0
320,1.11885E+12,26.974,71.242,28.75,0,3,6.974,3.026,0.002871342,0.082550968,28.74988148,0,0
