Vehicle_ID,Global_Time,Local_X,Local_Y,v_Vel,v_Acc,Lane_ID,Distance_l,Distance_r,Phi,v_Vel_X,v_Vel_Y,v_Acc_X,v_Acc_Y
510,1.11885E+12,64.259,652.652,49.99,0,7,4.259,5.741,0,0,49.99,0,0
510,1.11885E+12,64.183,657.652,49.99,0,6,4.183,5.817,0.01519883,0.759760238,49.98422616,0,0
510,1.11885E+12,58.363,1371.235,36.17,0,8,8.363,1.637,0,0,36.17,0,0
510,1.11885E+12,58.158,1374.853,36.17,0,5,8.158,1.842,0.056600619,2.046151452,36.11207782,0,0
510,1.11885E+12,56.676,2163.396,20,0,5,6.676,3.324,0,0,20,0,0
510,1.11885E+12,37.972,76.377,10,0,4,7.972,2.028,0.008961825,0.089617051,9.999598431,0,0
510,1.11885E+12,34.775,840.224,37.59,0.16,4,4.775,5.225,0.104421144,3.918061456,37.38524969,0.016677037,0.15912849
510,1.11885E+12,34.358,843.986,37.61,0.15,3,4.358,5.642,0.110394639,4.143514244,37.38105656,0.016525582,0.149086905
510,1.11885E+12,23.712,1143.628,48.75,0,3,3.712,6.288,0.059825958,2.914776006,48.66278435,0,0
510,1.11885E+12,23.419,1148.503,48.75,0,2,3.419,6.581,0.060030351,2.924722248,48.66218758,0,0
511,1.11885E+12,19.21,2164.866,30,0,2,9.21,0.79,0,0,30,0,0
511,1.11885E+12,4.872,69.691,11.81,0,1,4.872,5.128,0.006843236,0.080817982,11.80972347,0,0
512,1.11885E+12,45.477,1778.448,31.76,0,5,5.477,4.523,0,0,31.76,0,0
512,1.11885E+12,45.317,1781.624,31.76,0,4,5.317,4.683,0.05033528,1.597973516,31.71977428,0,0
512,1.11885E+12,41.117,2163.911,22.07,0,4,1.117,8.883,0,0,22.07,0,0
512,1.11885E+12,17.267,73.746,15,0,2,7.267,2.733,0.011410087,0.171147595,14.99902358,0,0
513,1.11885E+12,45.069,823.347,46.64,8.4,5,5.069,4.931,0.007373538,0.343898697,46.63873212,0.061937158,8.399771651
513,1.11885E+12,45.032,828.053,47.49,8.51,4,5.032,4.968,0.007862141,0.373369251,47.48853225,0.066906134,8.509736986
513,1.11885E+12,45.005,842.694,49.52,2.99,5,5.005,4.995,0.004836722,0.239513522,49.51942077,0.014461741,2.989965026
513,1.11885E+12,44.983,847.681,49.69,-0.06,4,4.983,5.017,0.004411441,0.219203802,49.6895165,-0.000264686,-0.059999416
513,1.11885E+12,45.099,969.941,50.66,0,5,5.099,4.901,0.016573068,0.839553196,50.65304285,0,0
513,1.11885E+12,45.037,975.007,50.66,0,4,5.037,4.963,0.012237841,0.619953574,50.65620651,0,0
513,1.11885E+12,46.351,1937.891,60.03,-0.32,5,6.351,3.649,0.007322219,0.439548876,60.02839076,-0.002343089,-0.319991422
513,1.11885E+12,46.2,1943.902,59.91,-1.75,4,6.2,3.8,0.02511533,1.504501248,59.89110598,-0.043947207,-1.749448097
513,1.11885E+12,47.612,2126.999,64.9,0,5,7.612,2.388,0.00061529,0.039932311,64.89998772,0,0
513,1.11885E+12,17.622,71.734,23.37,0,2,7.622,2.378,0.014590757,0.340973888,23.36751242,0,0
513,1.11885E+12,65.242,647.193,34.14,5.53,7,5.242,4.758,0.020193275,0.689351558,34.13303963,0.111661222,5.528872559
513,1.11885E+12,65.204,650.639,34.6,4.48,6,5.204,4.796,0.011026831,0.381520623,34.5978965,0.049399202,4.479727639
513,1.11885E+12,57.576,1165.84,33.95,0,6,7.576,2.424,0.077605243,2.632054192,33.84781811,0,0
513,1.11885E+12,57.312,1169.235,33.95,0,5,7.312,2.688,0.077605243,2.632054192,33.84781811,0,0
513,1.11885E+12,45.746,1823.268,37.18,2.61,5,5.746,4.254,0.083410798,3.097618672,37.05073763,0.217449831,2.600925906
513,1.11885E+12,45.438,1826.986,37.55,4.87,4,5.438,4.562,0.082651516,3.100032082,37.42181584,0.40205476,4.853375317
514,1.11885E+12,20.697,2124.57,68.74,0,2,0.697,9.303,0.000923077,0.063452281,68.73997071,0,0
514,1.11885E+12,4.786,72.63,30,0,1,4.786,5.214,0.00775397,0.232616768,29.99909814,0,0
516,1.11885E+12,58.995,2163.335,20,0,5,8.995,1.005,0,0,20,0,0
516,1.11885E+12,27.579,73.277,17.52,0,3,7.579,2.421,0.01503003,0.26331621,17.51802114,0,0
517,1.11885E+12,16.888,2165.355,36.63,0,2,6.888,3.112,0,0,36.63,0,0
517,1.11885E+12,5.344,69.69,15,0,1,5.344,4.656,0.005508458,0.082626456,14.99977243,0,0
518,1.11885E+12,34.965,489.881,38.75,-4.14,4,4.965,5.035,0.106927913,4.135565402,38.5286854,-0.441838471,-4.116355034
518,1.11885E+12,34.56,493.686,38.75,4.21,3,4.56,5.44,0.106039649,4.101340128,38.53234368,0.44559076,4.186352694
518,1.11885E+12,43.232,2164.836,20.27,0,4,3.232,6.768,0,0,20.27,0,0
518,1.11885E+12,16.485,73.767,11.49,0,2,6.485,3.515,0.012790368,0.146957318,11.48906017,0,0
520,1.11885E+12,53.709,2124.071,60.1,0,5,3.709,6.291,0.000666555,0.040059981,60.09998665,0,0
520,1.11885E+12,28.465,43.576,31.79,0,3,8.465,1.535,0.012133055,0.38570037,31.78766011,0,0
520,1.11885E+12,23.548,787.516,32.32,1.19,3,3.548,6.452,0,0,32.32,0,1.19
520,1.11885E+12,23.146,790.736,32.6,4.03,2,3.146,6.854,0.124202101,4.038586462,32.34887663,0.499248572,3.998956222
520,1.11885E+12,34.165,1018.167,37.8,0,4,4.165,5.835,0.083929357,3.168806395,37.66694394,0,0
520,1.11885E+12,33.853,1021.945,37.81,0.28,3,3.853,6.147,0.082396402,3.111883986,37.6817234,0.023044896,0.279050054
520,1.11885E+12,23.588,1768.889,40,4.18,3,3.588,6.412,0.051467386,2.05778669,39.94703386,0.215038709,4.174465038
520,1.11885E+12,23.382,1772.943,40.26,0,2,3.382,6.618,0.050770343,2.043136024,40.2081235,0,0
520,1.11885E+12,13.607,1965.759,24.91,-1.72,2,3.607,6.393,0.228620982,5.64546798,24.26183817,-0.389811518,-1.675245349
520,1.11885E+12,13.029,1968.23,24.79,-0.2,1,3.029,6.971,0.229781974,5.646300143,24.13842155,-0.045553047,-0.194743215
521,1.11885E+12,45.31,1228.672,46.75,9.3,5,5.31,4.69,0.083123323,3.881541816,46.58858372,0.772156982,9.267889382
521,1.11885E+12,44.964,1233.4,47.6,8.03,4,4.964,5.036,0.073050828,3.474127572,47.47304959,0.586076563,8.008583786
522,1.11885E+12,35.06,1698.477,65.95,0,4,5.06,4.94,0.055137385,3.634468363,65.84977707,0,0
522,1.11885E+12,34.707,1705.112,65.59,-5.89,3,4.707,5.293,0.053152601,3.48463774,65.49736941,-0.312921425,-5.881681748
522,1.11885E+12,34.897,1906.847,68.2,-8,4,4.897,5.103,0.001893661,0.12914762,68.19987772,-0.015149281,-7.999985656
522,1.11885E+12,34.76,1913.624,67.58,-6.25,3,4.76,5.24,0.020212681,1.365880003,67.56619548,-0.126320657,-6.248723317
522,1.11885E+12,56.891,2162.91,15,0,5,6.891,3.109,0,0,15,0,0
522,1.11885E+12,15.618,71.219,14.46,0,2,5.618,4.382,0.019729322,0.285267485,14.45718584,0,0
523,1.11885E+12,31.83,2164.893,25,0,3,1.83,8.17,0,0,25,0,0
523,1.11885E+12,3.893,53.139,15.41,0,1,3.893,6.107,0.013228515,0.203845477,15.40865169,0,0
524,1.11885E+12,66.047,610.385,51.74,1.72,7,6.047,3.953,0.015487629,0.801297886,51.73379477,0.026637657,1.719793719
524,1.11885E+12,65.968,615.554,52.06,4.06,6,5.968,4.032,0.015282231,0.795561956,52.0539209,0.062043441,4.05952591
524,1.11885E+12,66.172,1415.705,65,0,8,6.172,3.828,0.003385123,0.220032591,64.99962758,0,0
524,1.11885E+12,4.473,73.15,25.03,0,1,4.473,5.527,0.045924092,1.149076014,25.00361023,0,0
524,1.11885E+12,65.507,647.189,34.42,9.68,7,5.507,4.493,0.013548508,0.466325385,34.41684095,0.131145547,9.679111573
524,1.11885E+12,65.474,650.689,35.3,8.21,6,5.474,4.526,0.009428292,0.332813779,35.29843106,0.077405131,8.209635098
524,1.11885E+12,57.789,825.35,34.4,-0.46,6,7.789,2.211,0.075994027,2.61167906,34.30071621,-0.034923615,-0.458672368
524,1.11885E+12,57.527,828.786,34.36,-0.27,5,7.527,2.473,0.076104186,2.612416342,34.26054408,-0.020528301,-0.269218478
524,1.11885E+12,45.455,1189.472,41.24,2,5,5.455,4.545,0.04110606,1.69473657,41.20516312,0.08218897,1.99831053
524,1.11885E+12,45.286,1193.611,41.35,1.01,4,5.286,4.714,0.04080845,1.686961107,41.31557409,0.041205096,1.009159125
525,1.11885E+12,34.03,1047.625,64.91,0.69,4,4.03,5.97,0.070868772,4.596242394,64.74706677,0.048858531,0.688268003
525,1.11885E+12,33.72,1054.114,65.02,1.61,3,3.72,6.28,0.04773686,3.102671954,64.94593002,0.076827158,1.608165908
525,1.11885E+12,24.352,1344.063,55.66,11.2,3,4.352,5.648,0.053156873,2.957318355,55.58138059,0.595076636,11.18418007
525,1.11885E+12,24.149,1349.701,57.01,11.2,2,4.149,5.851,0.035990129,2.05135431,56.97308176,0.403002425,11.19274716
525,1.11885E+12,23.849,2057.542,72.17,-10.88,3,3.849,6.151,0.012234748,0.882959757,72.16459854,-0.133110741,-10.8791857
525,1.11885E+12,23.785,2064.661,71.45,-3.74,2,3.785,6.215,0.008989785,0.642311451,71.44711286,-0.033621341,-3.739848875
525,1.11885E+12,23.766,2128.568,71.23,0,3,3.766,6.234,0.000714286,0.050878558,71.22998183,0,0
525,1.11885E+12,18.391,79.83,20,0,2,8.391,1.609,0.00262356,0.052471146,19.99993117,0,0
526,1.11885E+12,35.282,2015.22,26.72,11.2,4,5.282,4.718,0.108577869,2.895503574,26.56265158,1.213684133,11.13404557
526,1.11885E+12,34.998,2017.976,27.59,6.04,3,4.998,5.002,0.102685451,2.828115396,27.44466912,0.619130735,6.008184179
528,1.11885E+12,43.698,2163.861,25,0,4,3.698,6.302,0,0,25,0,0
528,1.11885E+12,3.505,71.144,17.09,0,1,3.505,6.495,0.019203771,0.328172283,17.08684883,0,0
529,1.11885E+12,13.477,1452.615,59.02,-0.2,2,3.477,6.523,0.03584997,2.115412006,58.98207721,-0.007168458,-0.199871492
529,1.11885E+12,13.265,1458.518,58.99,-0.41,1,3.265,6.735,0.035898513,2.117198489,58.95199378,-0.014715229,-0.409735844
530,1.11885E+12,13.359,1437.633,39.89,1.97,2,3.359,6.641,0,0,39.89,0,1.97
530,1.11885E+12,12.873,1441.635,40.14,1.96,1,2.873,7.127,0.120847532,4.839021574,39.84725173,0.236285059,1.945705366
531,1.11885E+12,68.685,1419.697,56.16,0,8,8.685,1.315,0.086479335,4.850628112,55.95012964,0,0
531,1.11885E+12,5.931,74.711,25,0,1,5.931,4.069,0.046623922,1.165175796,24.97283255,0,0
531,1.11885E+12,63.219,647.369,29.27,0.28,7,3.219,6.781,0.066522579,1.945680116,29.20526029,0.018612587,0.279380693
531,1.11885E+12,63.041,650.296,29.29,0.3,6,3.041,6.959,0.060738318,1.777931691,29.2359891,0.018210294,0.299446799
531,1.11885E+12,57.445,743.582,35.25,-0.25,6,7.445,2.555,0.083961961,2.956182943,35.12582358,-0.020965836,-0.249119316
531,1.11885E+12,57.147,747.103,35.23,0,5,7.147,2.853,0.084433828,2.971070664,35.104496,0,0
532,1.11885E+12,64.182,648.907,36.48,7.09,7,4.182,5.818,0.043790018,1.596949367,36.44502919,0.310372012,7.083203316
532,1.11885E+12,64.269,652.562,37.38,11.2,6,4.269,5.731,0.023798516,0.889504544,37.36941506,0.266518216,11.19682848
533,1.11885E+12,42.009,2164.393,25,0,4,2.009,7.991,0,0,25,0,0
533,1.11885E+12,16.581,79.781,12.25,0,2,6.581,3.419,0.012197348,0.149413814,12.24908876,0,0
534,1.11885E+12,24.15,1294.185,44.63,-7.17,3,4.15,5.85,0.075646726,3.372894354,44.50236492,-0.541869875,-7.14949488
534,1.11885E+12,23.842,1298.592,44.04,-4.24,2,3.842,6.158,0.069775356,3.070413834,43.93283691,-0.295607508,-4.229682754
534,1.11885E+12,13.283,1540.216,44.96,-0.07,2,3.283,6.717,0.11280639,5.061025506,44.67423889,-0.007879711,-0.069555087
534,1.11885E+12,12.774,1544.701,45.07,1.69,1,2.774,7.226,0.113005898,5.082342491,44.78252667,0.190573748,1.679220547
537,1.11885E+12,61.514,647.572,33.13,0,7,1.514,8.486,0.07561769,2.502827285,33.03532587,0,0
537,1.11885E+12,61.263,650.885,33.13,0,6,1.263,8.737,0.07561769,2.502827285,33.03532587,0,0
537,1.11885E+12,57.35,706.684,33.14,-0.13,6,7.35,2.65,0.066568164,2.204440009,33.06660013,-0.008647471,-0.129712071
537,1.11885E+12,57.129,709.995,33.15,0.29,5,7.129,2.871,0.066648347,2.207757365,33.07640107,0.019313715,0.289356148
537,1.11885E+12,45.852,1363.035,44.98,0.11,5,5.852,4.148,0.113829645,5.109007647,44.68890736,0.012494238,0.109288124
537,1.11885E+12,45.405,1367.533,45,0.28,4,5.405,4.595,0.099052279,4.450067355,44.77942497,0.027689308,0.278627533
540,1.11885E+12,24.196,1272.938,33.03,0.7,3,4.196,5.804,0,0,33.03,0,0.7
540,1.11885E+12,23.561,1276.278,32.89,-4.09,2,3.561,6.439,0.187877532,6.143003383,32.31123039,-0.763906471,-4.018027738
540,1.11885E+12,32.887,2165.868,31.16,0,3,2.887,7.113,0,0,31.16,0,0
540,1.11885E+12,5.878,69.64,15,0,1,5.878,4.122,0.012883859,0.193252535,14.99875506,0,0
543,1.11885E+12,23.565,371.9,44.55,8.08,3,3.565,6.435,0.057008982,2.538374674,44.47762532,0.460383106,8.066873459
543,1.11885E+12,23.243,376.391,45.66,11.2,2,3.243,6.757,0.071576469,3.26539171,45.54308748,0.800972123,11.17132238
543,1.11885E+12,34.875,1287.032,43.17,0.47,4,4.875,5.125,0.046880347,2.023083357,43.12256989,0.022025693,0.469483619
543,1.11885E+12,34.67,1291.357,43.19,-0.22,3,4.67,5.33,0.047363395,2.044860315,43.14156518,-0.010416052,-0.219753284
544,1.11885E+12,55.499,2163.427,26.19,0,5,5.499,4.501,0,0,26.19,0,0
544,1.11885E+12,4.149,30.621,17.34,0,1,4.149,5.851,0.024071613,0.417361467,17.33497648,0,0
545,1.11885E+12,55.7,2164.418,27.94,0,5,5.7,4.3,0,0,27.94,0,0
545,1.11885E+12,16.247,69.178,15,0,2,6.247,3.753,0.018827599,0.282397298,14.99734149,0,0
546,1.11885E+12,43.866,2126.651,66.79,0,4,3.866,6.134,0.000714286,0.047707131,66.78998296,0,0
546,1.11885E+12,17.207,75.743,20,0,2,7.207,2.793,0.012997901,0.259950696,19.99831057,0,0
547,1.11885E+12,64.968,649.691,30.87,0.71,7,4.968,5.032,0.048584104,1.499201337,30.83357416,0.034481145,0.709162217
547,1.11885E+12,64.807,652.784,30.92,0.35,6,4.807,5.193,0.052006086,1.607303435,30.8781958,0.018193926,0.349526796
547,1.11885E+12,57.267,952.433,29.77,0,6,7.267,2.733,0.057992957,1.72548276,29.71995305,0,0
547,1.11885E+12,57.091,955.409,29.77,0,5,7.091,2.909,0.059070982,1.757520604,29.71807567,0,0
550,1.11885E+12,65.224,614.887,54.99,0.14,7,5.224,4.776,0.015277094,0.840054743,54.98358308,0.00213871,0.139983663
550,1.11885E+12,65.139,620.423,54.67,-5.19,6,5.139,4.861,0.01535284,0.839306782,54.663557,-0.079678109,-5.189388345
550,1.11885E+12,57.688,1261.117,59.04,-0.79,6,7.688,2.312,0.017918623,1.057858891,59.03052206,-0.014154955,-0.789873178
550,1.11885E+12,57.602,1267.026,58.89,-2.17,5,7.602,2.398,0.014553043,0.856998426,58.88376392,-0.031578988,-2.169770211
550,1.11885E+12,59.939,654.274,27.47,0,7,9.939,0.061,0,0,27.47,0,0
550,1.11885E+12,59.746,657.022,27.47,0,6,9.746,0.254,0.070117759,1.924556918,27.40249953,0,0
550,1.11885E+12,57.281,688.823,25.88,0.16,6,7.281,2.719,0,0,25.88,0,0.16
550,1.11885E+12,57.038,691.412,25.89,0.09,5,7.038,2.962,0.093584466,2.41936673,25.77670973,0.008410313,0.089606175
550,1.11885E+12,45.298,1111.128,29.75,0,5,5.298,4.702,0,0,29.75,0,0
550,1.11885E+12,44.953,1114.105,29.74,-0.23,4,4.953,5.047,0.11537382,3.423610239,29.54228314,-0.026477147,-0.228470919
550,1.11885E+12,35.677,1691.904,14.27,4.32,4,5.677,4.323,0,0,14.27,0,4.32
550,1.11885E+12,35.386,1693.403,14.26,-4.46,3,5.386,4.614,0.191744451,2.717551947,13.99866106,-0.849949627,-4.378262855
550,1.11885E+12,30.865,2165.891,26.8,0,3,0.865,9.135,0,0,26.8,0,0
550,1.11885E+12,3.966,67.696,15,0,1,3.966,6.034,0.012819364,0.192285201,14.9987675,0,0
553,1.11885E+12,67.669,1455.475,59.01,0,8,7.669,2.331,0,0,59.01,0,0
553,1.11885E+12,17.112,72.226,15,0,2,7.112,2.888,0.036533195,0.547876035,14.98999106,0,0
554,1.11885E+12,35.295,1483.582,33.49,0,4,5.295,4.705,0,0,33.49,0,0
554,1.11885E+12,34.988,1486.932,33.49,0,3,4.988,5.012,0.091386533,3.056276775,33.35025146,0,0
554,1.11885E+12,30.604,2165.903,30,0,3,0.604,9.396,0,0,30,0,0
554,1.11885E+12,4.533,71.152,20,0,1,4.533,5.467,0.012445228,0.248898137,19.99845118,0,0
555,1.11885E+12,57.116,2165.423,27.94,0,5,7.116,2.884,0,0,27.94,0,0
555,1.11885E+12,39.04,75.332,29.64,0,4,9.04,0.96,0.008648212,0.256329798,29.6388916,0,0
556,1.11885E+12,18.853,2167.406,39.93,0,2,8.853,1.147,0,0,39.93,0,0
556,1.11885E+12,2.333,44.584,18.88,0,1,2.333,7.667,0.007781937,0.146921483,18.87942833,0,0
557,1.11885E+12,65.998,653.684,30,-0.02,7,5.998,4.002,0,0,30,0,-0.02
557,1.11885E+12,65.951,656.683,29.99,0,6,5.951,4.049,0.015670608,0.469942293,29.98631778,0,0
557,1.11885E+12,57.841,1324.861,40.82,0,6,7.841,2.159,0,0,40.82,0,0
557,1.11885E+12,57.513,1328.946,40.79,-0.51,5,7.513,2.487,0.080121868,3.264675458,40.65914404,-0.040818448,-0.5083639
557,1.11885E+12,55.7,2163.918,25.3,0,5,5.7,4.3,0,0,25.3,0,0
557,1.11885E+12,16.108,71.777,15,0,2,6.108,3.892,0.018921896,0.283811506,14.99731479,0,0
559,1.11885E+12,63.876,653.988,26.89,0,7,3.876,6.124,0,0,26.89,0,0
559,1.11885E+12,63.786,656.678,26.89,0,6,3.786,6.214,0.033444774,0.899162313,26.87496246,0,0
559,1.11885E+12,57.679,817.486,25.12,0.91,6,7.679,2.321,0,0,25.12,0,0.91
559,1.11885E+12,57.42,820.005,25.17,0.44,5,7.42,2.58,0.102458539,2.574371712,25.03800132,0.045002922,0.437692514
559,1.11885E+12,55.71,2165.394,29.77,0,5,5.71,4.29,0,0,29.77,0,0
559,1.11885E+12,38.917,73.317,30,0,4,8.917,1.083,0.008026779,0.240800779,29.99903357,0,0
560,1.11885E+12,71.057,1437.629,58.11,0,8,1.057,8.943,0.010498302,0.610045121,58.10679775,0,0
560,1.11885E+12,53.56,76.971,28.69,0,5,3.56,6.44,0.012858511,0.368900511,28.68762821,0,0
560,1.11885E+12,65.184,655.585,36,11.2,7,5.184,4.816,0,0,36,0,11.2
560,1.11885E+12,65.283,659.243,37.33,10.78,6,5.283,4.717,0.027057365,1.00992818,37.31633617,0.291642801,10.77605422
560,1.11885E+12,72.501,1505.906,60.51,0,8,2.501,7.499,0,0,60.51,0,0
560,1.11885E+12,27.128,53.656,29.02,0,3,7.128,2.872,0.031233083,0.90623672,29.00584657,0,0
561,1.11885E+12,44.934,970.682,36.79,11.2,5,4.934,5.066,0.095139341,3.494898448,36.62362332,1.063953863,11.14934985
561,1.11885E+12,44.769,974.478,38.53,11.2,4,4.769,5.231,0.043439463,1.673196188,38.49365291,0.486368993,11.18943453
562,1.11885E+12,45.447,2126.601,65.09,0,4,5.447,4.553,0.00061529,0.040049216,65.08998768,0,0
562,1.11885E+12,4.041,71.154,21.19,0,1,4.041,5.959,0.020141799,0.426775864,21.18570184,0,0
563,1.11885E+12,35.401,370.403,39.98,-1.64,4,5.401,4.599,0.090368087,3.608000703,39.81686491,-0.14800203,-1.633308115
563,1.11885E+12,35.023,374.397,39.8,-2.36,3,5.023,4.977,0.094360899,3.749993032,39.62294225,-0.222361396,-2.349501098
563,1.11885E+12,57.141,2164.946,29.89,0,5,7.141,2.859,0,0,29.89,0,0
563,1.11885E+12,5.092,69.217,20,0,1,5.092,4.908,0.024830645,0.496561866,19.99383471,0,0
564,1.11885E+12,63.078,652.385,37.65,-0.19,7,3.078,6.922,0,0,37.65,0,-0.19
564,1.11885E+12,63.163,656.147,37.64,0,6,3.163,6.837,0.022590521,0.85023489,37.63039597,0,0
564,1.11885E+12,71.808,1476.905,57.45,0,8,1.808,8.192,0,0,57.45,0,0
564,1.11885E+12,51.343,75.43,29.98,0,5,1.343,8.657,0.014601435,0.437735455,29.97680416,0,0
564,1.11885E+12,67.02,646.688,49.97,-0.17,7,7.02,2.98,0.015395704,0.769292942,49.96407798,-0.002617166,-0.169979853
564,1.11885E+12,66.942,651.683,49.97,-0.08,6,6.942,3.058,0.015614347,0.780217191,49.96390859,-0.001249097,-0.079990248
565,1.11885E+12,40.219,2128.583,65.98,0,4,0.219,9.781,0.000769231,0.050753831,65.97998048,0,0
565,1.11885E+12,28.959,71.774,25,0,3,8.959,1.041,0.005474445,0.136860439,24.99962538,0,0
565,1.11885E+12,45.311,1106.94,45.09,-0.72,5,5.311,4.689,0.005529694,0.249332618,45.08931063,-0.003981359,-0.719988992
565,1.11885E+12,45.138,1111.452,44.98,-1.72,4,5.138,4.862,0.038323426,1.723365777,44.94697332,-0.065900159,-1.718737086
566,1.11885E+12,44.378,2164.901,30.27,0,4,4.378,5.622,0,0,30.27,0,0
566,1.11885E+12,16.592,70.72,17.88,0,2,6.592,3.408,0.013267416,0.237214431,17.87842637,0,0
567,1.11885E+12,44.734,2124.086,66.95,0,4,4.734,5.266,0.000769231,0.051499985,66.94998019,0,0
567,1.11885E+12,27.72,77.357,26.81,0,3,7.72,2.28,0.008312585,0.222857829,26.80907373,0,0
567,1.11885E+12,23.782,608.179,23.21,-2.18,3,3.782,6.218,0,0,23.21,0,-2.18
567,1.11885E+12,23.483,610.461,23.2,2.08,2,3.483,6.517,0.130283246,3.014027853,23.00338314,0.270223187,2.062372282
568,1.11885E+12,45.531,1138.457,32.69,2.84,5,5.531,4.469,0,0,32.69,0,2.84
568,1.11885E+12,45.261,1141.721,33.12,5.84,4,5.261,4.739,0.082532682,2.730380228,33.0072632,0.481443857,5.820121289
569,1.11885E+12,55.939,2163.407,36.43,0,5,5.939,4.061,0,0,36.43,0,0
569,1.11885E+12,38.557,45.841,29.62,0,4,8.557,1.443,0.008208297,0.243127013,29.61900217,0,0
570,1.11885E+12,32.199,2165.9,35.01,0,3,2.199,7.801,0,0,35.01,0,0
570,1.11885E+12,3.249,75.673,20,0,1,3.249,6.751,0.013849285,0.276976842,19.998082,0,0
571,1.11885E+12,66.734,653.075,42.87,1.75,7,6.734,3.266,0,0,42.87,0,1.75
571,1.11885E+12,66.604,657.364,43.09,2.8,6,6.604,3.396,0.030300819,1.305462491,43.0702202,0.08482931,2.798714703
571,1.11885E+12,58.392,1382.443,33.76,0,8,8.392,1.608,0,0,33.76,0,0
571,1.11885E+12,58.178,1385.819,33.76,0,5,8.178,1.822,0.063303929,2.135713527,33.69237789,0,0
571,1.11885E+12,56.462,2163.906,35.02,0,5,6.462,3.538,0,0,35.02,0,0
571,1.11885E+12,38.015,73.38,35,0,4,8.015,1.985,0.008823866,0.308831301,34.99863745,0,0
571,1.11885E+12,34.438,1022.213,48.92,4.16,4,4.438,5.562,0.116965216,5.708900443,48.58574745,0.485466595,4.131576235
571,1.11885E+12,33.886,1027.107,49.44,6.84,3,3.886,6.114,0.112316487,5.54125945,49.12848505,0.766630555,6.796902058
571,1.11885E+12,24.34,1275.067,43.88,11.2,3,4.34,5.66,0.081513037,3.572832446,43.73430311,0.911935355,11.1628121
571,1.11885E+12,24.081,1279.54,44.76,6.67,2,4.081,5.919,0.057838392,2.587403255,44.68515351,0.385567018,6.658846602
571,1.11885E+12,12.644,1821.292,25.52,0,2,2.644,7.356,0.16044283,4.076956906,25.19223734,0,0
571,1.11885E+12,12.231,1823.844,25.52,0,1,2.231,7.769,0.16044283,4.076956906,25.19223734,0,0
572,1.11885E+12,45.455,1329.768,36,0,5,5.455,4.545,0,0,36,0,0
572,1.11885E+12,45.254,1333.368,36,0,4,5.254,4.746,0.055775424,2.006874358,35.94401835,0,0
572,1.11885E+12,44.804,2165.357,34.23,0,4,4.804,5.196,0,0,34.23,0,0
572,1.11885E+12,29.202,69.854,28.93,0,3,9.202,0.798,0.00744533,0.215391412,28.92919817,0,0
574,1.11885E+12,44.602,2164.866,33.72,0,4,4.602,5.398,0,0,33.72,0,0
574,1.11885E+12,6.469,67.209,25.02,0,1,6.469,3.531,0.018176852,0.454759787,25.01586684,0,0
575,1.11885E+12,54.818,2165.411,34.19,0,5,4.818,5.182,0,0,34.19,0,0
575,1.11885E+12,27.769,73.3,30,0,3,7.769,2.231,0.012928326,0.387838975,29.99749291,0,0
575,1.11885E+12,24.246,1288.641,40.59,-8.43,3,4.246,5.754,0.046924167,1.903953034,40.5453211,-0.395425575,-8.42072079
575,1.11885E+12,24.027,1292.649,39.84,-7,2,4.027,5.973,0.054586437,2.173643822,39.78065953,-0.38191533,-6.989573712
576,1.11885E+12,35.348,2057.465,28.78,-0.12,4,5.348,4.652,0,0,28.78,0,-0.12
576,1.11885E+12,35.1,2060.343,28.76,-0.23,3,5.1,4.9,0.085958612,2.469126369,28.65381327,-0.019746143,-0.229150802
577,1.11885E+12,57.579,2133.613,61.08,0,5,7.579,2.421,0.009017627,0.550789213,61.07751658,0,0
577,1.11885E+12,3.347,70.124,20,0,1,3.347,6.653,0.026275652,0.52545257,19.9930963,0,0
578,1.11885E+12,20.973,2124.604,61.43,0,2,0.973,9.027,0.017852238,1.09660475,61.42021132,0,0
578,1.11885E+12,5.4,75.205,2.94,0,1,5.4,4.6,0.007598667,0.022339866,2.939915123,0,0
579,1.11885E+12,11.725,87.934,38.25,0.02,2,1.725,8.275,0,0,38.25,0,0.02
579,1.11885E+12,11.706,91.76,38.25,0,1,1.706,8.294,0.004965981,0.189947998,38.24952836,0,0
579,1.11885E+12,12.009,350.823,44.73,0.07,2,2.009,7.991,0,0,44.73,0,0.07
579,1.11885E+12,11.699,355.297,44.74,0.05,1,1.699,8.301,0.069178659,3.092585143,44.63298687,0.003456175,0.049880406
579,1.11885E+12,12.447,830.554,30.87,-0.19,2,2.447,7.553,0,0,30.87,0,-0.19
579,1.11885E+12,12.403,833.646,30.83,-0.89,1,2.403,7.597,0.014229311,0.438674862,30.82687893,-0.01266366,-0.889909901
579,1.11885E+12,12.506,894.064,25.5,-8.59,2,2.506,7.494,0,0,25.5,0,-8.59
579,1.11885E+12,12.484,896.562,24.75,-6.94,1,2.484,7.516,0.008806818,0.217965927,24.7490402,-0.061118526,-6.939730868
579,1.11885E+12,13.227,1026.051,38.02,-11.2,2,3.227,6.773,0,0,38.02,0,-11.2
579,1.11885E+12,13.124,1029.786,36.9,-9.3,1,3.124,6.876,0.027569987,1.017203649,36.88597697,-0.256368399,-9.296465739
579,1.11885E+12,12.58,1286.791,51.2,-0.32,2,2.58,7.42,0,0,51.2,0,-0.32
